"","CASENUM","COHORT","GENDER","STRATA","SCHOOLID","RACETH","STEM","year_from_baseline","urban","nkids","edulevel","health","time","MISSING","GENDER.int","health.cut"
"819",4002,"(1) Older","Female","(9) South-Rural",239,"(3) White",0,25,"(1) Central Place 1,000,000 or more",0,"<PHD",7,5,0,0,"7"
"1191",4002,"(1) Older","Female","(9) South-Rural",239,"(3) White",0,26,"(1) Central Place 1,000,000 or more",0,"<PHD",7,6,0,0,"7"
"1563",4002,"(1) Older","Female","(9) South-Rural",239,"(3) White",0,27,NA,0,"<PHD",7,7,0,0,"7"
"76",4003,"(1) Older","Female","(4) Northcentral-Urban",247,"(3) White",0,23,"(1) Central Place 1,000,000 or more",3,"<PHD",10,3,0,0,"10"
"448",4003,"(1) Older","Female","(4) Northcentral-Urban",247,"(3) White",0,24,"(1) Central Place 1,000,000 or more",3,"<PHD",10,4,0,0,"10"
"820",4003,"(1) Older","Female","(4) Northcentral-Urban",247,"(3) White",0,25,"(1) Central Place 1,000,000 or more",3,"<PHD",10,5,0,0,"10"
"1192",4003,"(1) Older","Female","(4) Northcentral-Urban",247,"(3) White",0,26,"(1) Central Place 1,000,000 or more",3,"<PHD",10,6,0,0,"10"
"1564",4003,"(1) Older","Female","(4) Northcentral-Urban",247,"(3) White",NA,27,NA,NA,NA,NA,7,1,0,NA
"77",4006,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",4,"PHD",6,3,0,1,"6"
"449",4006,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,24,"(5) Rural/small town 49,999 or less",4,"PHD",6,4,0,1,"6"
"821",4006,"(1) Older","Male","(10) West-Urban",210,"(3) White",NA,25,"(1) Central Place 1,000,000 or more",NA,"PHD",6,5,1,1,"6"
"1193",4006,"(1) Older","Male","(10) West-Urban",210,"(3) White",1,26,"(1) Central Place 1,000,000 or more",0,"PHD",6,6,0,1,"6"
"1565",4006,"(1) Older","Male","(10) West-Urban",210,"(3) White",0,27,NA,0,"PHD",6,7,0,1,"6"
"78",4048,"(1) Older","Female","(11) West-Suburban",230,"(4) Asian",0,23,"(1) Central Place 1,000,000 or more",4,"PHD",9,3,0,0,"9"
"450",4048,"(1) Older","Female","(11) West-Suburban",230,"(4) Asian",0,24,"(2) Remainder urban area 1,000,000 or more",4,"PHD",9,4,0,0,"9"
"822",4048,"(1) Older","Female","(11) West-Suburban",230,"(4) Asian",0,25,"(2) Remainder urban area 1,000,000 or more",5,"PHD",9,5,0,0,"9"
"1194",4048,"(1) Older","Female","(11) West-Suburban",230,"(4) Asian",0,26,"(2) Remainder urban area 1,000,000 or more",5,"PHD",9,6,0,0,"9"
"1566",4048,"(1) Older","Female","(11) West-Suburban",230,"(4) Asian",0,27,NA,5,"PHD",9,7,0,0,"9"
"278",4064,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,20,"(3) Urban areas and towns 500,000-999,999",0,"<PHD",2,0,0,1,"2"
"650",4064,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,21,"(3) Urban areas and towns 500,000-999,999",0,"<PHD",4,1,0,1,"4"
"1022",4064,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,22,"(3) Urban areas and towns 500,000-999,999",0,"<PHD",3,2,0,1,"3"
"1394",4064,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1766",4064,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,24,NA,0,"<PHD",NA,4,0,1,NA
"79",4111,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,23,"(5) Rural/small town 49,999 or less",2,"PHD",7,3,0,0,"7"
"451",4111,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,24,"(5) Rural/small town 49,999 or less",2,"PHD",7,4,0,0,"7"
"823",4111,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,25,"(5) Rural/small town 49,999 or less",2,"PHD",7,5,0,0,"7"
"1195",4111,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,26,"(5) Rural/small town 49,999 or less",2,"PHD",7,6,0,0,"7"
"1567",4111,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",0,27,NA,2,"PHD",7,7,0,0,"7"
"80",4117,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,3,0,0,"9"
"452",4117,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",1,24,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,4,0,0,"9"
"824",4117,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",1,25,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,5,0,0,"9"
"1196",4117,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",1,26,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,6,0,0,"9"
"1568",4117,"(1) Older","Female","(6) Northcentral-Rural",309,"(3) White",1,27,NA,0,"PHD",9,7,0,0,"9"
"279",4130,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",8,0,0,1,"8"
"651",4130,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,21,NA,NA,NA,8,1,1,1,"8"
"1023",4130,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",3,NA,8,2,0,1,"8"
"1395",4130,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",8,3,0,1,"8"
"1767",4130,"(2) Younger","Male","(9) South-Rural",142,"(3) White",0,24,NA,3,"<PHD",8,4,0,1,"8"
"280",4135,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",1,20,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",8,0,0,0,"8"
"652",4135,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",1,21,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",8,1,0,0,"8"
"1024",4135,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",1,22,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",8,2,0,0,"8"
"1396",4135,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",8,3,0,0,"8"
"1768",4135,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",1,24,NA,2,"<PHD",8,4,0,0,"8"
"81",4146,"(1) Older","Male","(8) South-Suburban",226,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",0,"PHD",9,3,0,1,"9"
"453",4146,"(1) Older","Male","(8) South-Suburban",226,"(3) White",NA,24,NA,NA,NA,9,4,1,1,"9"
"825",4146,"(1) Older","Male","(8) South-Suburban",226,"(3) White",NA,25,NA,NA,NA,9,5,1,1,"9"
"1197",4146,"(1) Older","Male","(8) South-Suburban",226,"(3) White",NA,26,NA,NA,NA,NA,6,1,1,NA
"1569",4146,"(1) Older","Male","(8) South-Suburban",226,"(3) White",NA,27,NA,NA,NA,NA,7,1,1,NA
"82",4161,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",10,3,0,0,"10"
"454",4161,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",10,4,0,0,"10"
"826",4161,"(1) Older","Female","(8) South-Suburban",228,"(3) White",NA,25,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",10,5,1,0,"10"
"1198",4161,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",10,6,0,0,"10"
"1570",4161,"(1) Older","Female","(8) South-Suburban",228,"(3) White",0,27,NA,2,"<PHD",10,7,0,0,"10"
"281",4167,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"<PHD",9,0,0,1,"9"
"653",4167,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,21,"(1) Central Place 1,000,000 or more",1,"<PHD",9,1,0,1,"9"
"1025",4167,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,22,"(1) Central Place 1,000,000 or more",2,"<PHD",9,2,0,1,"9"
"1397",4167,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,23,"(3) Urban areas and towns 500,000-999,999",2,"<PHD",9,3,0,1,"9"
"1769",4167,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,24,NA,2,"<PHD",9,4,0,1,"9"
"282",4175,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,20,"(1) Central Place 1,000,000 or more",0,"PHD",8,0,0,1,"8"
"654",4175,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",NA,21,"(1) Central Place 1,000,000 or more",NA,"PHD",8,1,1,1,"8"
"1026",4175,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,22,"(1) Central Place 1,000,000 or more",0,"PHD",8,2,0,1,"8"
"1398",4175,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"PHD",8,3,0,1,"8"
"1770",4175,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",0,24,NA,0,"PHD",8,4,0,1,"8"
"83",4190,"(1) Older","Male","(9) South-Rural",239,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,3,0,1,"9"
"455",4190,"(1) Older","Male","(9) South-Rural",239,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",9,4,0,1,"9"
"827",4190,"(1) Older","Male","(9) South-Rural",239,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",9,5,0,1,"9"
"1199",4190,"(1) Older","Male","(9) South-Rural",239,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",9,6,0,1,"9"
"1571",4190,"(1) Older","Male","(9) South-Rural",239,"(3) White",1,27,NA,3,"<PHD",9,7,0,1,"9"
"283",4233,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,20,"(5) Rural/small town 49,999 or less",0,"<PHD",8,0,0,1,"8"
"655",4233,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,21,"(3) Urban areas and towns 500,000-999,999",0,"<PHD",8,1,0,1,"8"
"1027",4233,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,22,"(3) Urban areas and towns 500,000-999,999",0,"PHD",8,2,0,1,"8"
"1399",4233,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1771",4233,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,24,NA,0,"PHD",NA,4,0,1,NA
"284",4243,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,20,"(3) Urban areas and towns 500,000-999,999",2,"PHD",9,0,0,1,"9"
"656",4243,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,21,NA,NA,NA,9,1,1,1,"9"
"1028",4243,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,22,"(5) Rural/small town 49,999 or less",NA,NA,9,2,1,1,"9"
"1400",4243,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,23,"(5) Rural/small town 49,999 or less",2,NA,NA,3,0,1,NA
"1772",4243,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,24,NA,2,"PHD",NA,4,0,1,NA
"285",4249,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,0,0,1,"9"
"657",4249,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",NA,21,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",9,1,1,1,"9"
"1029",4249,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,2,0,1,"9"
"1401",4249,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",9,3,0,1,"9"
"1773",4249,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,24,NA,0,"PHD",9,4,0,1,"9"
"286",4250,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"<PHD",9,0,0,1,"9"
"658",4250,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,21,"(5) Rural/small town 49,999 or less",2,"<PHD",9,1,0,1,"9"
"1030",4250,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,22,"(5) Rural/small town 49,999 or less",2,"<PHD",9,2,0,1,"9"
"1402",4250,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,23,"(5) Rural/small town 49,999 or less",2,"<PHD",9,3,0,1,"9"
"1774",4250,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,24,NA,2,"PHD",9,4,0,1,"9"
"287",4287,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",1,20,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",10,0,0,0,"10"
"659",4287,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",1,21,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",10,1,0,0,"10"
"1031",4287,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",1,22,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",10,2,0,0,"10"
"1403",4287,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",10,3,0,0,"10"
"1775",4287,"(2) Younger","Female","(6) Northcentral-Rural",137,"(3) White",1,24,NA,3,"<PHD",10,4,0,0,"10"
"84",4296,"(1) Older","Male","(8) South-Suburban",227,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,3,0,1,"8"
"456",4296,"(1) Older","Male","(8) South-Suburban",227,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",8,4,0,1,"8"
"828",4296,"(1) Older","Male","(8) South-Suburban",227,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",8,5,0,1,"8"
"1200",4296,"(1) Older","Male","(8) South-Suburban",227,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",8,6,0,1,"8"
"1572",4296,"(1) Older","Male","(8) South-Suburban",227,"(3) White",1,27,NA,2,"<PHD",8,7,0,1,"8"
"288",4347,"(2) Younger","Male","(4) Northcentral-Urban",103,"(2) Black",0,20,"(1) Central Place 1,000,000 or more",1,"<PHD",5,0,0,1,"5"
"660",4347,"(2) Younger","Male","(4) Northcentral-Urban",103,"(2) Black",NA,21,"(1) Central Place 1,000,000 or more",NA,"<PHD",5,1,1,1,"5"
"1032",4347,"(2) Younger","Male","(4) Northcentral-Urban",103,"(2) Black",NA,22,"(1) Central Place 1,000,000 or more",NA,"<PHD",5,2,1,1,"5"
"1404",4347,"(2) Younger","Male","(4) Northcentral-Urban",103,"(2) Black",0,23,"(1) Central Place 1,000,000 or more",2,"<PHD",5,3,0,1,"5"
"1776",4347,"(2) Younger","Male","(4) Northcentral-Urban",103,"(2) Black",0,24,NA,3,"<PHD",10,4,0,1,"10"
"289",4363,"(2) Younger","Female","(2) Northeast-Suburban",115,"(1) Hispanic",0,20,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",7,0,0,0,"7"
"661",4363,"(2) Younger","Female","(2) Northeast-Suburban",115,"(1) Hispanic",0,21,"(2) Remainder urban area 1,000,000 or more",0,"PHD",6,1,0,0,"6"
"1033",4363,"(2) Younger","Female","(2) Northeast-Suburban",115,"(1) Hispanic",0,22,"(2) Remainder urban area 1,000,000 or more",0,"PHD",4,2,0,0,"4"
"1405",4363,"(2) Younger","Female","(2) Northeast-Suburban",115,"(1) Hispanic",0,23,"(1) Central Place 1,000,000 or more",0,"PHD",4,3,0,0,"4"
"1777",4363,"(2) Younger","Female","(2) Northeast-Suburban",115,"(1) Hispanic",0,24,NA,0,"PHD",4,4,0,0,"4"
"290",4382,"(2) Younger","Female","(9) South-Rural",142,"(3) White",0,20,"(5) Rural/small town 49,999 or less",1,"PHD",9,0,0,0,"9"
"662",4382,"(2) Younger","Female","(9) South-Rural",142,"(3) White",0,21,"(5) Rural/small town 49,999 or less",1,"PHD",9,1,0,0,"9"
"1034",4382,"(2) Younger","Female","(9) South-Rural",142,"(3) White",0,22,"(5) Rural/small town 49,999 or less",1,"PHD",9,2,0,0,"9"
"1406",4382,"(2) Younger","Female","(9) South-Rural",142,"(3) White",0,23,"(5) Rural/small town 49,999 or less",1,"PHD",9,3,0,0,"9"
"1778",4382,"(2) Younger","Female","(9) South-Rural",142,"(3) White",0,24,NA,1,"PHD",9,4,0,0,"9"
"291",4387,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",1,20,"(5) Rural/small town 49,999 or less",0,"<PHD",8,0,0,1,"8"
"663",4387,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",1,21,"(5) Rural/small town 49,999 or less",0,"<PHD",8,1,0,1,"8"
"1035",4387,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",1,22,"(5) Rural/small town 49,999 or less",0,"<PHD",8,2,0,1,"8"
"1407",4387,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",1,23,"(5) Rural/small town 49,999 or less",0,"<PHD",8,3,0,1,"8"
"1779",4387,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",1,24,NA,0,"<PHD",8,4,0,1,"8"
"85",4392,"(1) Older","Female","(6) Northcentral-Rural",236,"(1) Hispanic",1,23,"(4) Urban areas & towns 50,000-499,999",2,"PHD",8,3,0,0,"8"
"457",4392,"(1) Older","Female","(6) Northcentral-Rural",236,"(1) Hispanic",1,24,"(4) Urban areas & towns 50,000-499,999",2,"PHD",8,4,0,0,"8"
"829",4392,"(1) Older","Female","(6) Northcentral-Rural",236,"(1) Hispanic",1,25,"(4) Urban areas & towns 50,000-499,999",2,"PHD",8,5,0,0,"8"
"1201",4392,"(1) Older","Female","(6) Northcentral-Rural",236,"(1) Hispanic",1,26,"(4) Urban areas & towns 50,000-499,999",2,"PHD",8,6,0,0,"8"
"1573",4392,"(1) Older","Female","(6) Northcentral-Rural",236,"(1) Hispanic",1,27,NA,2,"PHD",8,7,0,0,"8"
"292",4395,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",0,20,"(5) Rural/small town 49,999 or less",0,"<PHD",8,0,0,0,"8"
"664",4395,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",0,21,"(5) Rural/small town 49,999 or less",1,"<PHD",8,1,0,0,"8"
"1036",4395,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",0,22,"(5) Rural/small town 49,999 or less",1,"<PHD",8,2,0,0,"8"
"1408",4395,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",0,23,"(5) Rural/small town 49,999 or less",1,"<PHD",8,3,0,0,"8"
"1780",4395,"(2) Younger","Female","(5) Northcentral-Suburban",120,"(3) White",0,24,NA,1,"<PHD",8,4,0,0,"8"
"86",4436,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",9,3,0,1,"9"
"458",4436,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,24,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",9,4,0,1,"9"
"830",4436,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,25,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",9,5,0,1,"9"
"1202",4436,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,26,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",9,6,0,1,"9"
"1574",4436,"(1) Older","Male","(4) Northcentral-Urban",204,"(3) White",1,27,NA,2,"<PHD",9,7,0,1,"9"
"87",4438,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,3,0,1,"7"
"459",4438,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,4,0,1,"7"
"831",4438,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",NA,25,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",7,5,1,1,"7"
"1203",4438,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",7,6,0,1,"7"
"1575",4438,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",0,27,NA,1,"<PHD",7,7,0,1,"7"
"88",4450,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,23,"(5) Rural/small town 49,999 or less",0,"PHD",9,3,0,1,"9"
"460",4450,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,24,"(5) Rural/small town 49,999 or less",0,"PHD",9,4,0,1,"9"
"832",4450,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",NA,25,"(5) Rural/small town 49,999 or less",NA,NA,9,5,1,1,"9"
"1204",4450,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,26,"(5) Rural/small town 49,999 or less",0,NA,NA,6,0,1,NA
"1576",4450,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",0,27,NA,0,"PHD",NA,7,0,1,NA
"293",4503,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,0,0,1,"9"
"665",4503,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,1,0,1,"9"
"1037",4503,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,2,0,1,"9"
"1409",4503,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,3,0,1,"9"
"1781",4503,"(2) Younger","Male","(2) Northeast-Suburban",116,"(3) White",1,24,NA,1,"<PHD",9,4,0,1,"9"
"89",4519,"(1) Older","Female","(5) Northcentral-Suburban",220,"(3) White",0,23,"(1) Central Place 1,000,000 or more",1,"PHD",10,3,0,0,"10"
"461",4519,"(1) Older","Female","(5) Northcentral-Suburban",220,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,4,0,0,"10"
"833",4519,"(1) Older","Female","(5) Northcentral-Suburban",220,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,5,0,0,"10"
"1205",4519,"(1) Older","Female","(5) Northcentral-Suburban",220,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",1,"PHD",10,6,0,0,"10"
"1577",4519,"(1) Older","Female","(5) Northcentral-Suburban",220,"(3) White",0,27,NA,1,"PHD",10,7,0,0,"10"
"294",4532,"(2) Younger","Male","(9) South-Rural",140,"(3) White",1,20,"(4) Urban areas & towns 50,000-499,999",0,"<PHD",9,0,0,1,"9"
"666",4532,"(2) Younger","Male","(9) South-Rural",140,"(3) White",NA,21,NA,NA,NA,9,1,1,1,"9"
"1038",4532,"(2) Younger","Male","(9) South-Rural",140,"(3) White",NA,22,NA,NA,NA,9,2,1,1,"9"
"1410",4532,"(2) Younger","Male","(9) South-Rural",140,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1782",4532,"(2) Younger","Male","(9) South-Rural",140,"(3) White",1,24,NA,0,"<PHD",NA,4,0,1,NA
"90",4534,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,23,"(3) Urban areas and towns 500,000-999,999",3,"<PHD",10,3,0,1,"10"
"462",4534,"(1) Older","Male","(2) Northeast-Suburban",212,NA,NA,24,NA,NA,NA,10,4,1,1,"10"
"834",4534,"(1) Older","Male","(2) Northeast-Suburban",212,NA,NA,25,NA,NA,NA,10,5,1,1,"10"
"1206",4534,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,26,"(3) Urban areas and towns 500,000-999,999",3,"<PHD",10,6,0,1,"10"
"1578",4534,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,27,NA,3,"<PHD",10,7,0,1,"10"
"91",4536,"(1) Older","Male","(1) Northest-Urban",201,"(3) White",0,23,"(1) Central Place 1,000,000 or more",1,"PHD",7,3,0,1,"7"
"463",4536,"(1) Older","Male","(1) Northest-Urban",201,"(3) White",0,24,"(1) Central Place 1,000,000 or more",1,"PHD",7,4,0,1,"7"
"835",4536,"(1) Older","Male","(1) Northest-Urban",201,"(3) White",0,25,"(1) Central Place 1,000,000 or more",2,"PHD",7,5,0,1,"7"
"1207",4536,"(1) Older","Male","(1) Northest-Urban",201,"(3) White",0,26,"(1) Central Place 1,000,000 or more",2,"PHD",7,6,0,1,"7"
"1579",4536,"(1) Older","Male","(1) Northest-Urban",201,"(3) White",0,27,NA,2,"PHD",7,7,0,1,"7"
"295",4539,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",1,"PHD",9,0,0,1,"9"
"667",4539,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",NA,21,NA,NA,NA,9,1,1,1,"9"
"1039",4539,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,2,0,1,"9"
"1411",4539,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",NA,23,NA,NA,NA,NA,3,1,1,NA
"1783",4539,"(2) Younger","Male","(1) Northest-Urban",301,"(3) White",1,24,NA,2,"PHD",NA,4,0,1,NA
"92",4540,"(1) Older","Female","(11) West-Suburban",234,"(4) Asian",1,23,"(1) Central Place 1,000,000 or more",0,"<PHD",8,3,0,0,"8"
"464",4540,"(1) Older","Female","(11) West-Suburban",234,"(4) Asian",NA,24,NA,NA,NA,8,4,1,0,"8"
"836",4540,"(1) Older","Female","(11) West-Suburban",234,"(4) Asian",NA,25,NA,NA,NA,8,5,1,0,"8"
"1208",4540,"(1) Older","Female","(11) West-Suburban",234,"(4) Asian",0,26,"(1) Central Place 1,000,000 or more",0,"<PHD",6,6,0,0,"6"
"1580",4540,"(1) Older","Female","(11) West-Suburban",234,"(4) Asian",NA,27,NA,NA,NA,NA,7,1,0,NA
"93",4545,"(1) Older","Male","(11) West-Suburban",230,NA,0,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,3,0,1,"9"
"465",4545,"(1) Older","Male","(11) West-Suburban",230,NA,0,24,"(1) Central Place 1,000,000 or more",0,"<PHD",9,4,0,1,"9"
"837",4545,"(1) Older","Male","(11) West-Suburban",230,NA,0,25,"(1) Central Place 1,000,000 or more",0,"<PHD",9,5,0,1,"9"
"1209",4545,"(1) Older","Male","(11) West-Suburban",230,NA,0,26,"(1) Central Place 1,000,000 or more",0,"<PHD",9,6,0,1,"9"
"1581",4545,"(1) Older","Male","(11) West-Suburban",230,NA,0,27,NA,0,"<PHD",9,7,0,1,"9"
"94",4575,"(1) Older","Female","(9) South-Rural",242,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",0,"PHD",8,3,0,0,"8"
"466",4575,"(1) Older","Female","(9) South-Rural",242,"(3) White",1,24,"(4) Urban areas & towns 50,000-499,999",0,"PHD",8,4,0,0,"8"
